Name,Rating
Suki tte Ii na yo.: Mei and Marshmallow,6.85
Tenpou Ibun: Ayakashi Ayashi,6.85
Toaru Kagaku no Railgun: Motto Marutto Railgun,6.85
Uchuusen Sagittarius,6.85
Unbelievable Space Love,6.85
Vampire Knight,6.85
Wata no Kuni Hoshi,6.85
Xi Xing Ji,6.85
Zettai Muteki Raijin-Oh,6.85
Zone of the Enders: 2167 Idolo,6.85
3D Kanojo: Real Girl,6.86
Amatsuki,6.86
Azur Lane: Queen's Orders,6.86
Bakusou Kyoudai Let's & Go,6.86
Battle Athletess Daiundoukai (TV),6.86
Cardfight!! Vanguard: will+Dress,6.86
Corrector Yui,6.86
Denpa Kyoushi,6.86
Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,6.86
Dragon Quest: Yuusha Abel Densetsu,6.86
Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,6.86
Galaxy Angel S,6.86
Ganbare! Kickers,6.86
Generator Gawl,6.86
Gensoumaden Saiyuuki: Kibou no Zaika,6.86
Girigiri Warukunai Watame,6.86
Guai Xiang Shou,6.86
Hells,6.86
Hetalia World★Stars,6.86
Hibike! Euphonium: Suisougaku-bu no Nichijou,6.86
Hinata no Aoshigure,6.86
Hotori: Tada Saiwai wo Koinegau,6.86
Ibara no Ou,6.86
"Inari, Konkon, Koi Iroha. Inari, Konkon, Semishigure.",6.86
Kamisama no Inai Nichiyoubi: Kioku,6.86
Katte ni Kaizou,6.86
Kill Me Baby,6.86
King of Prism: Pride the Hero,6.86
Kowarekake no Orgel Special,6.86
Kurozuka,6.86
Macross Flash Back 2012,6.86
Magical★Taruruuto-kun,6.86
"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",6.86
Maple Town Monogatari,6.86
Meitantei Conan: Hannin no Hanzawa-san,6.86
Misaki no Mayoiga,6.86
Moshidora,6.86
Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,6.86
NieA Under 7,6.86
No Guns Life,6.86
Paradox Live the Animation,6.86
Ranma ½: Tendou-ke no Oyobidenai Yatsura!,6.86
Shakugan no Shana-tan S,6.86
Shin Tenchi Muyou!,6.86
Soul Eater: Late Night Show,6.86
Sumomomo Momomo: Chijou Saikyou no Yome Specials,6.86
Tenjou Tenge,6.86
Tennis no Oujisama: Mini Theater,6.86
Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,6.86
Uchi no Maid ga Uzasugiru!,6.86
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,6.86
Vandread: Gekitou-hen,6.86
Versailles no Bara: Seimei Aru Kagiri Aishite,6.86
Xi Xing Ji: Suming Pian,6.86
Yama no Susume Second Season Specials,6.86
Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,6.86
Zettai Shounen,6.86
A-Channel: Nabe wo Tabeyou,6.87
Agatha Christie no Meitantei Poirot to Marple,6.87
Andersen Douwa: Ningyohime,6.87
Blassreiter,6.87
Blood: The Last Vampire,6.87
Busou Shoujo Machiavellianism,6.87
Doraemon Meets Hattori the Ninja,6.87
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II: Past & Future,6.87
Eguo,6.87
Genjitsu no Yohane: Sunshine in the Mirror,6.87
Ikebukuro West Gate Park,6.87
Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,6.87
Kakkou no Iinazuke,6.87
Karneval Specials,6.87
Kero 0: Shuppatsu da yo! Zenin Shuugou!,6.87
Key the Metal Idol,6.87
Koe de Oshigoto! The Animation,6.87
Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,6.87
Love Live! School Idol Project OVA,6.87
Lupin III: Harimao no Zaihou wo Oe!!,6.87
Lupin III: The Last Job,6.87
Mahou no Princess Minky Momo: Yume wo Dakishimete,6.87
Mai-HiME Specials,6.87
Montana Jones,6.87
Mushikaburi-hime,6.87
Nakanohito Genome [Jikkyouchuu],6.87
Nian Wushuang,6.87
Ninin ga Shinobuden,6.87
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... OVA,6.87
Pokemon Movie 13: Genei no Hasha Zoroark,6.87
Saihate no Paladin,6.87
Saint Seiya: Kamigami no Atsuki Tatakai,6.87
Servamp,6.87
Sora no Method: Aru Shoujo no Kyuujitsu★,6.87
Soukou Kihei Votoms: Koei Futatabi,6.87
Soukyuu no Fafner: Dead Aggressor - Behind the Line,6.87
Spy x Family Movie: Code: White Manner Movie,6.87
Starmyu,6.87
Uchuu Senkan Yamato: Kanketsu-hen,6.87
Usavich,6.87
Uta no☆Prince-sama♪ Maji Love ST☆RISH Tours: Tabi no Hajimari,6.87
Uta∽Kata: Shotou no Futanatsu,6.87
Wo Jia Da Shixiong You Dian Kaopu,6.87
Xiaoke de Huatu Xie Hua,6.87
Yesterday wo Utatte,6.87
Yu☆Gi☆Oh! (Movie),6.87
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.88
Anima Yell!,6.88
Arslan Senki,6.88
Asura Cryin',6.88
Battle Programmer Shirase,6.88
Cello Hiki no Gauche (1982),6.88
Crusher Joe,6.88
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,6.88
Fate/Grand Order: Zettai Majuu Sensen Babylonia Recaps,6.88
Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,6.88
Fei Ren Zai 1st Season Part 4,6.88
Futsuu no Joshikousei ga [Locodol] Yattemita.,6.88
"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",6.88
Glass no Kamen: Sen no Kamen wo Motsu Shoujo,6.88
Guilty Crown: Lost Christmas - An Episode of Port Town,6.88
Hana no Ko Lunlun,6.88
Harmony,6.88
Heisei Inu Monogatari Bow,6.88
Hi no Tori: Uchuu-hen,6.88
Houkago no Oujisama,6.88
It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday,6.88
Kami nomi zo Shiru Sekai: Flag 0,6.88
Kiteretsu Daihyakka,6.88
Koisuru Asteroid,6.88
Koukou Tekken-den Tough,6.88
Koutetsushin Jeeg,6.88
Kyoukai no Kanata: Mini Gekijou,6.88
Kyoukai no Rinne,6.88
Love Live! Sunshine!! Recap,6.88
Lupin III: Twilight Gemini no Himitsu,6.88
Miyori no Mori,6.88
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,6.88
Nerawareta Gakuen,6.88
Pandane to Tamago-hime,6.88
Precure All Stars GoGo Dream Live!,6.88
Promare: Galo-hen,6.88
Qin Shi Mingyue: Zhu Zi Bai Jia,6.88
Radiant,6.88
Rinne no Lagrange,6.88
Rosario to Vampire Capu2,6.88
Samurai Flamenco,6.88
Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,6.88
Shika no Ou: Yuna to Yakusoku no Tabi,6.88
Shin Maple Town Monogatari: Palm Town-hen,6.88
Shinigami no Ballad.,6.88
Soukou Kihei Votoms: Kakuyaku taru Itan,6.88
Ta Bu Dang Nuzhu Hen Duo Nian,6.88
Toaru Majutsu no Index-tan II,6.88
Tribe Cool Crew,6.88
Wakaba*Girl,6.88
Wu Geng Ji 4th Season Part 2,6.88
Yishi Zhi Zun,6.88
Yume ga Sameru made,6.88
s.CRY.ed Alteration I: Tao,6.88
Arete Hime,6.89
Buki yo Saraba,6.89
Cat Shit One,6.89
Choujigen Game Neptune The Animation,6.89
Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,6.89
Croket!,6.89
Doraemon Movie 18: Nobita no Nejimaki City Boukenki,6.89
Gravitation: Lyrics of Love,6.89
Grisaia: Phantom Trigger The Animation - Stargazer,6.89
Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,6.89
Himitsu no Hana no Niwa,6.89
Inazuma Eleven: Orion no Kokuin,6.89
Iron Kid,6.89
"Jashin-chan Dropkick ""Seikimatsu-hen""",6.89
Jian Yu Feng Yun,6.89
Kabukichou Sherlock,6.89
Kawa no Hikari,6.89
Keroro,6.89
Kimi ga Nozomu Eien: Next Season,6.89
Kurogane no Linebarrels,6.89
Lupin III: Prison of the Past,6.89
Macross 7 Movie: Ginga ga Ore wo Yondeiru!,6.89
Mahoromatic End Year Special,6.89
Mask Danshi wa Koishitakunai noni,6.89
Massara,6.89
Mudazumo Naki Kaikaku: The Legend of Koizumi,6.89
Mukamuka Paradise,6.89
Nekomonogatari: Kuro Recap,6.89
Noblesse,6.89
Occultic;Nine,6.89
Persona 5 the Animation TV Specials,6.89
Pokemon Side Stories,6.89
Princess Principal: Crown Handler Movie 1 - Busy Easy Money,6.89
Punch Line,6.89
Samurai Deeper Kyou,6.89
Seirei Gensouki 2,6.89
Shaonian Ge Xing: Feng Hua Xue Yue Pian Special,6.89
Strike the Blood Final,6.89
Tokusou Senshatai Dominion,6.89
Tsukiuta. The Animation,6.89
Vexille: 2077 Nihon Sakoku,6.89
Wo Shi Da Shenxian,6.89
Yingxiong Zai Lin,6.89
Yumekui Merry,6.89
16bit Sensation: Another Layer,6.9
"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",6.9
Ai Yori Aoshi: Enishi - Miyuki,6.9
Animation Seisaku Shinkou Kuromi-chan,6.9
Aoki Ryuusei SPT Layzner,6.9
Blade Runner: Black Out 2022,6.9
Brotherhood: Final Fantasy XV,6.9
Endro~!,6.9
Free! Take Your Marks: Character Butai Aisatsu,6.9
Girls & Panzer: Kore ga Hontou no Anzio-sen desu! - Fushou Akiyama Yukari no Sensha Kouza,6.9
Gravitation,6.9
Grisaia no Kajitsu Specials,6.9
Grisaia: Phantom Trigger The Animation,6.9
Heat Guy J: Toriko - Angel,6.9
Hellsing: Psalm of the Darkness,6.9
Hua Jianghu: Bu Liang Ren IV,6.9
Hua Jianghu: Bu Liang Ren V,6.9
IDOLiSH7 Special Program: Kimi to Furikaeranai to!,6.9
Idol Densetsu Eriko,6.9
"Iriya no Sora, UFO no Natsu",6.9
Koisuru Tenshi Angelique: Kagayaki no Ashita,6.9
Koroshi Ai,6.9
Kyousou Giga,6.9
Lupin III: Seven Days Rhapsody,6.9
Macademi Wasshoi!,6.9
Magic Tree House,6.9
Meitantei Conan vs. Kaitou Kid,6.9
Mewkledreamy Mix!,6.9
Oda Nobuna no Yabou Recap,6.9
One Piece 3D: Mugiwara Chase,6.9
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,6.9
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,6.9
Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,6.9
Prince of Stride: Alternative,6.9
Seihou Bukyou Outlaw Star Pilot,6.9
Senki Zesshou Symphogear XV: Senki Zesshou Shinai Symphogear,6.9
Shaman King (2021),6.9
Shinkon Gattai Godannar!! 2nd Season,6.9
Shinmai Maou no Testament Departures,6.9
Sola Specials,6.9
Sword Art Online: Alicization - War of Underworld Reflection,6.9
Tantei Opera Milky Holmes,6.9
Toaru Majutsu no Index-tan,6.9
Uchi no Kaisha no Chiisai Senpai no Hanashi,6.9
Under Ninja,6.9
Urayasu Tekkin Kazoku,6.9
Vinland Saga Season 2: Same Old Story,6.9
Wakaba*Girl: Onsen Tsukaritai,6.9
Xi Xing Ji: Zaijian Wu Kong,6.9
YAT Anshin! Uchuu Ryokou 2,6.9
Zero no Tsukaima: Princesses no Rondo Picture Drama,6.9
3x3 Eyes: Seima Densetsu,6.91
Ace wo Nerae! (1979),6.91
Aldnoah.Zero Part 2,6.91
Anhe Zhuan,6.91
Animation Seisaku Shinkou Kuromi-chan 2,6.91
Bomberman Jetters,6.91
Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,6.91
Chibi☆Devi!,6.91
Chimimo,6.91
Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,6.91
Days OVA,6.91
Deadman Wonderland: Akai Knife Tsukai,6.91
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,6.91
Fractale,6.91
Gate Keepers,6.91
Gokujou Seitokai,6.91
Hajimete no Eigo: Nippon Mukashibanashi,6.91
Hashire Melos (Movie),6.91
Keijo!!!!!!!!,6.91
Kinnikuman II Sei,6.91
Kinoko Inu,6.91
Lengxue Kuang Yan,6.91
Lost Song,6.91
Lupin III: Lupin Ansatsu Shirei,6.91
Mahou no Princess Minky Momo,6.91
Mazinger Z Movie: Infinity,6.91
Mecha-ude (TV),6.91
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,6.91
Namiuchigiwa no Muromi-san,6.91
Night Walker: Mayonaka no Tantei,6.91
Nurse Angel Ririka SOS,6.91
"Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai",6.91
Oroka na Tenshi wa Akuma to Odoru,6.91
Otogizoushi,6.91
Persona 5 the Animation Specials,6.91
Pita Ten,6.91
Pokemon Movie 04: Celebi Toki wo Koeta Deai,6.91
Precure Super Stars! Movie,6.91
Rocket Girls,6.91
Rockman.EXE,6.91
Sekai Meisaku Douwa: Hakuchou no Mizuumi,6.91
Shi Yi Chang An: Mingyue Jishi You,6.91
"Shikabane Hime: Kuro – Soredemo, Hito to Shite",6.91
Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,6.91
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",6.91
Super Fishing Grander Musashi,6.91
Tezuka Osamu no Buddha: Owarinaki Tabi,6.91
Tsuyoshi Shikkari Shinasai,6.91
UQ Holder! Mahou Sensei Negima! 2,6.91
Urusei Yatsura Movie 3: Remember My Love,6.91
Yu☆Gi☆Oh! Zexal Second,6.91
Bakeneko Anzu-chan,6.92
Belle to Kaijuu Ouji,6.92
Code Geass: Hangyaku no Lelouch Picture Drama,6.92
Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,6.92
Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,6.92
Dai Mahou Touge,6.92
Fantastic Children: Befort no Kodomo-tachi no Sonogo,6.92
Guilty Crown: 4-koma Gekijou,6.92
Healin' Good♡Precure,6.92
Hoshi no Kirby,6.92
KimiKiss Pure Rouge: Love Fighter,6.92
Kyokou Suiri,6.92
Mahou Sensei Negima!,6.92
Metal Fight Beyblade,6.92
Murenase! Seton Gakuen,6.92
Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,6.92
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panic Dattebayo!,6.92
Nekopara OVA,6.92
Peach Girl,6.92
Project ARMS,6.92
Pygmalio,6.92
ReLIFE: Kanketsu-hen Specials,6.92
Servamp Specials,6.92
Shy 2nd Season,6.92
Sonic★the★Hedgehog,6.92
Starmyu in Halloween,6.92
Sword Art Online: Alicization - War of Underworld Recap,6.92
Thermae Romae,6.92
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,6.92
Wan Jie Shen Zhu,6.92
Wan Jie Shen Zhu 2nd Season,6.92
Wangu Kuang Di,6.92
Xiao Lu He Xiao Lan 2nd Season,6.92
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",6.92
Yuusha Shirei Dagwon,6.92
"Zone of the Enders: Dolores, I",6.92
gdgd Fairies 2,6.92
86 Special Edition: Senya ni Akaku Hinageshi no Saku,6.93
A-Channel,6.93
Aki no Kanade,6.93
Batman: Gotham Knight,6.93
Biohazard: Degeneration,6.93
Bouken Ou Beet,6.93
Chobits Recap,6.93
Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,6.93
D.C.S.S: Da Capo Second Season,6.93
Danganronpa 3: Monokuma Gekijou,6.93
Devil May Cry,6.93
Devils Line: Anytime Anywhere,6.93
Friends: Mononoke Shima no Naki,6.93
Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,6.93
Huyao Xiao Hongniang: Wei Sheng,6.93
Inazuma Eleven Go vs. Danball Senki W Movie,6.93
Kaibutsu Oujo: Konsui Oujo,6.93
Kawaii dake ja Nai Shikimori-san,6.93
Kidou Senshi Z Gundam II: Koibito-tachi,6.93
Ling Jian Zun,6.93
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Encore Animation,6.93
Lupin III: Lupin wa Ima mo Moete Iru ka?,6.93
Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,6.93
Mai-Otome Specials,6.93
Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,6.93
Monochrome Factor,6.93
Munto: Toki no Kabe wo Koete,6.93
Mushrambo,6.93
Negima!?,6.93
Onegai My Melody Sukkiri♪,6.93
Orenchi no Furo Jijou,6.93
Overman King Gainer,6.93
Pokemon Diamond & Pearl Specials,6.93
Porphy no Nagai Tabi,6.93
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,6.93
Qin Shi Mingyue: Tian Xing Jiu Ge,6.93
Release the Spyce,6.93
Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,6.93
Seto no Hanayome Fan Disc,6.93
Shin Hokuto no Ken,6.93
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",6.93
Shinpi no Sekai El-Hazard (TV),6.93
Shoujo☆Kageki Revue Starlight Specials,6.93
Starship Operators,6.93
Strike the Blood: Kieta Seisou-hen,6.93
T.P BON,6.93
T.P BON Season 2,6.93
Tantei Opera Milky Holmes: Summer Special,6.93
The iDOLM@STER Million Live!,6.93
Tiger Mask W,6.93
Toku: Touken Ranbu - Hanamaru - Setsugetsuka,6.93
Tsukuyomi: Moon Phase,6.93
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,6.93
Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo,6.93
Umisea,6.93
VS Knight Lamune & 40 Fire,6.93
Vanitas no Karte: En Route Pour le Gévaudan,6.93
World Destruction: Sekai Bokumetsu no Rokunin,6.93
Wuxian Shijie,6.93
Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,6.93
.hack//Sign,6.94
Ai Shoujo Pollyanna Story,6.94
Anne Happy♪,6.94
Appleseed Alpha,6.94
Arifureta Shokugyou de Sekai Saikyou: Arifureta Yorimichi de Sekai Saikyou,6.94
Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,6.94
Buddy Complex: Daremo Shiranai Ashita e,6.94
Crayon Shin-chan Movie 03: Unkokusai no Yabou,6.94
Doraemon: Kaette Kita Doraemon (Movie),6.94
Ensemble Stars!,6.94
Furusato Saisei: Nippon no Mukashibanashi,6.94
Gegege no Kitarou (2007),6.94
Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,6.94
Jintian Kaishi Zuo Mingxing,6.94
"Kanojo, Okarishimasu",6.94
"Kono Danshi, Mahou ga Oshigoto desu.",6.94
Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,6.94
Kyuuketsuhime Miyu,6.94
Macross 7 Encore,6.94
Mahoromatic 2 End Year Special,6.94
Mahou Shoujo Ikusei Keikaku,6.94
Maria†Holic Alive,6.94
Mashin Eiyuuden Wataru,6.94
Monster Musume no Iru Nichijou,6.94
Nagagutsu wo Haita Neko,6.94
Ore no Imouto ga Konnani Kawaii Wake ga Nai,6.94
"Ore, Tsushima",6.94
Otogi Juushi Akazukin,6.94
Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki,6.94
Petit Seka,6.94
Pokemon Sun & Moon,6.94
Renkin San-kyuu Magical? Pokaan,6.94
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,6.94
Ryuusei no Rockman Tribe,6.94
Strike Witches,6.94
Strike the Blood IV,6.94
Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,6.94
Tropical-Rouge! Precure Movie: Yuki no Princess to Kiseki no Yubiwa!,6.94
Uchi Tama?! Uchi no Tama Shirimasen ka?,6.94
Watashi ga Motete Dousunda,6.94
Youjo Senki Movie: Manner Eizou,6.94
A-Channel: +A-Channel,6.95
Air Master,6.95
Battle Spirits: Shounen Gekiha Dan,6.95
Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,6.95
Digimon Tamers: Boukensha-tachi no Tatakai,6.95
Fukumenkei Noise,6.95
Gintama on Theater 2D: Ikkoku Keisei-hen,6.95
Go! Saitama,6.95
Gunslinger Girl: Il Teatrino OVA,6.95
High School DxD Hero: Taiikukan-ura no Holy,6.95
Huo Feng Liao Yuan,6.95
Hyper Police,6.95
Kachou Ouji,6.95
Kagaku Ninja-tai Gatchaman,6.95
Keppeki Danshi! Aoyama-kun,6.95
Kiddy Grade: Ignition,6.95
Kinnikuman II Sei: Ultimate Muscle,6.95
Kuutei Dragons,6.95
Leadale no Daichi nite,6.95
Love Live! School Idol Project Recap,6.95
Masuda Kousuke Gekijou: Gag Manga Biyori +,6.95
Meitantei Conan: Zero no Tea Time,6.95
Mingyun Quan Tai,6.95
Nanatsu no Taizai: Seisen no Shirushi,6.95
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,6.95
Ninja Senshi Tobikage,6.95
Onegai! Samia Don,6.95
Onmyouji,6.95
Osomatsu-san: Tamashii no Takoyaki Party to Densetsu no Otomarikai,6.95
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Movie,6.95
Rinne no Lagrange Season 2,6.95
SF Saiyuuki Starzinger,6.95
SKET Dance: Tettei Bunseki Special,6.95
Sakura Trick,6.95
Senki Zesshou Symphogear GX: Senki Zesshou Shinai Symphogear,6.95
Shin Koihime†Musou: Otome Tairan,6.95
Starmyu 3rd Season,6.95
Strike the Blood II,6.95
Supernatural The Animation,6.95
Taiyou no Yuusha Fighbird,6.95
Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,6.95
To Be Hero,6.95
Uchuu Senkan Yamato: Fukkatsu-hen,6.95
Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,6.95
Wu Geng Ji 4th Season,6.95
Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,6.95
Ze Tian Ji 3rd Season,6.95
Zhen Hun Jie: Bei Luo Shi Men Pian Part 2,6.95
Zhen Wu Dianfeng 3rd Season,6.95
Alps no Shoujo Heidi (1979),6.96
Bakuman. 3rd Season Specials,6.96
Biohazard: Vendetta,6.96
Black Jack (TV): Hizouban Specials,6.96
Chobits: Chibits,6.96
Classroom☆Crisis,6.96
Da Li Si Rizhi,6.96
Digimon Savers,6.96
Doraemon Movie 02: Nobita no Uchuu Kaitakushi,6.96
Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,6.96
Gakuen Senki Muryou,6.96
Gintama on Theater 2D: Baragaki-hen,6.96
Gleipnir,6.96
Hime Chen! Otogi Chikku Idol Lilpri,6.96
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Recap,6.96
Kaibutsu Oujo,6.96
Kill Me Baby: Butsuzou Kegatte Nise Halloween,6.96
Kyojin no Hoshi,6.96
Ling Jian Zun 2nd Season,6.96
Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,6.96
Meitantei Conan: Toubousha Mouri Kogorou,6.96
Mitsume ga Tooru,6.96
Murder Princess,6.96
Ninja Hattori-kun,6.96
One Piece: Mezase! Kaizoku Yakyuu Ou,6.96
Osake wa Fuufu ni Natte kara,6.96
Ougon Yuusha Goldran,6.96
Overlord: Ple Ple Pleiades,6.96
Satsuriku no Tenshi,6.96
Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,6.96
Shaonian Ge Xing: Haiwai Xianshan Pian,6.96
Sirius,6.96
Toriko: Jump Super Anime Tour 2009 Special,6.96
"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",6.96
Xi Xing Ji: Chongsheng Pian,6.96
Yi Ren Zhi Xia 4th season,6.96
Amagami-san Chi no Enmusubi,6.97
Armitage III,6.97
Back Street Girls: Gokudolls,6.97
Baja no Studio,6.97
Bakuten Shoot Beyblade G Revolution,6.97
Bessatsu Olympia Kyklos,6.97
Bleach: The Sealed Sword Frenzy,6.97
Can Ci Pin: Fangzhu Xingkong,6.97
Dance in the Vampire Bund,6.97
Dennou Boukenki Webdiver,6.97
Doraemon Movie 08: Nobita to Ryuu no Kishi,6.97
Elf wo Karu Mono-tachi,6.97
Elf wo Karu Mono-tachi II,6.97
Fw:Hamatora,6.97
Gatchaman Crowds Insight: Inbound,6.97
Haiyore! Nyaruko-san,6.97
Jinzou Ningen Kikaider The Animation,6.97
Kabushikigaisha Magi-Lumière,6.97
Kaitou Joker,6.97
Kami-tachi ni Hirowareta Otoko,6.97
Kidou Senshi Gundam SEED: Hoshi no Hazama de,6.97
Kimi no Koe wo Todoketai,6.97
Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,6.97
Kishin Douji Zenki,6.97
Koi to Senkyo to Chocolate,6.97
Kud Wafter,6.97
Kyoushoku Soukou Guyver II,6.97
Lupin III: Nusumareta Lupin,6.97
Ma La Nu Pei,6.97
Makiba no Shoujo Katri,6.97
"Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",6.97
Nana Recaps,6.97
Nasu: Andalusia no Natsu,6.97
Neo Angelique Abyss: Second Age,6.97
Ochamegami Monogatari: Korokoro Pollon,6.97
Paulette no Isu,6.97
Pokemon 3D Adventure: Mew wo Sagase!,6.97
Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,6.97
Princess Princess,6.97
Seiyuu Radio no Uraomote,6.97
Strike the Blood III,6.97
To LOVE-Ru,6.97
ViVid Strike!,6.97
Wangzhe Rongyao: Rongyao Zhi Zhang,6.97
Xi You Ji,6.97
Yuki no Joou (TV),6.97
Ao no 6-gou,6.98
Aru Nihon no Ekaki Shounen,6.98
Chain Chronicle: Haecceitas no Hikari Part 1,6.98
Chain Chronicle: Haecceitas no Hikari Part 2,6.98
City Hunter Movie: Tenshi no Namida,6.98
Concrete Revolutio: Choujin Gensou - The Last Song,6.98
D4DJ Petit Mix,6.98
Dan Dao Zhizun,6.98
Dog Days',6.98
Dr. Slump,6.98
Feng Yu Zhou,6.98
Gakusen Toshi Asterisk 2nd Season,6.98
Gantz,6.98
H2O: Footprints in the Sand,6.98
Halo Legends,6.98
Hitsugi no Chaika: Nerawareta Hitsugi/Yomigaeru Iseki,6.98
Inazuma Eleven: Reloaded - Soccer no Henkaku,6.98
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin,6.98
Jungle Book Shounen Mowgli,6.98
Kamen no Maid Guy,6.98
Kinnikuman II Sei: Ultimate Muscle 2,6.98
Kokkoku,6.98
Mameshiba,6.98
Minami no Niji no Lucy,6.98
Mizuiro Jidai,6.98
Nijiiro Hotaru: Eien no Natsuyasumi,6.98
Ohoshi-sama no Rail,6.98
Pig: Oka no Ue no Dam Keeper,6.98
Project ARMS: The 2nd Chapter,6.98
Sengoku Youko: Yonaoshi Kyoudai-hen,6.98
Shiguang Zhaoxiangguan de Richang,6.98
Sora wo Kakeru Shoujo,6.98
Terra Formars,6.98
Tight-rope,6.98
Uzaki-chan wa Asobitai!,6.98
Vampire Hunter D,6.98
"Wake Up, Girls!",6.98
Witch Craft Works,6.98
Wu Ying Sanqian Dao 2nd Season,6.98
Yuragi-sou no Yuuna-san,6.98
Zombie-Loan Specials,6.98
Area 88 (TV),6.99
